episode,reward,steps,success,epsilon
1416,97.0,4,1,0.05
1417,94.0,7,1,0.05
1418,94.0,7,1,0.05
1419,97.0,4,1,0.05
1420,92.0,9,1,0.05
1421,93.0,8,1,0.05
1422,95.0,6,1,0.05
1423,97.0,4,1,0.05
1424,94.0,7,1,0.05
1425,97.0,4,1,0.05
1426,90.0,7,1,0.05
1427,96.0,5,1,0.05
1428,97.0,4,1,0.05
1429,90.0,7,1,0.05
1430,96.0,5,1,0.05
1431,97.0,4,1,0.05
1432,93.0,7,1,0.05
1433,95.0,6,1,0.05
1434,96.0,5,1,0.05
1435,94.0,7,1,0.05
1436,94.0,7,1,0.05
1437,96.0,5,1,0.05
1438,96.0,5,1,0.05
1439,97.0,4,1,0.05
1440,94.0,7,1,0.05
1441,97.0,4,1,0.05
1442,95.0,6,1,0.05
1443,96.0,5,1,0.05
1444,97.0,4,1,0.05
1445,96.0,5,1,0.05
1446,97.0,4,1,0.05
1447,95.0,6,1,0.05
1448,95.0,6,1,0.05
1449,94.0,7,1,0.05
1450,84.0,9,1,0.05
1451,95.0,6,1,0.05
1452,97.0,4,1,0.05
1453,91.0,6,1,0.05
1454,95.0,6,1,0.05
1455,95.0,6,1,0.05
1456,97.0,4,1,0.05
1457,95.0,6,1,0.05
1458,90.0,7,1,0.05
1459,97.0,4,1,0.05
1460,95.0,6,1,0.05
1461,94.0,7,1,0.05
1462,94.0,7,1,0.05
1463,94.0,7,1,0.05
1464,94.0,7,1,0.05
1465,93.0,8,1,0.05
1466,94.0,7,1,0.05
1467,90.0,9,1,0.05
1468,94.0,7,1,0.05
1469,93.0,7,1,0.05
1470,95.0,6,1,0.05
1471,97.0,4,1,0.05
1472,94.0,7,1,0.05
1473,91.0,6,1,0.05
1474,79.0,10,1,0.05
1475,91.0,6,1,0.05
1476,94.0,7,1,0.05
1477,95.0,6,1,0.05
1478,92.0,5,1,0.05
1479,97.0,4,1,0.05
1480,95.0,6,1,0.05
1481,95.0,6,1,0.05
1482,93.0,8,1,0.05
1483,87.0,9,1,0.05
1484,90.0,10,1,0.05
1485,96.0,5,1,0.05
1486,94.0,7,1,0.05
1487,95.0,6,1,0.05
1488,94.0,7,1,0.05
1489,97.0,4,1,0.05
1490,95.0,6,1,0.05
1491,94.0,7,1,0.05
1492,95.0,6,1,0.05
1493,87.0,6,1,0.05
1494,97.0,4,1,0.05
1495,94.0,7,1,0.05
1496,93.0,7,1,0.05
1497,96.0,5,1,0.05
1498,97.0,4,1,0.05
1499,94.0,6,1,0.05
1500,94.0,7,1,0.05
1501,97.0,4,1,0.05
1502,96.0,5,1,0.05
1503,95.0,5,1,0.05
1504,96.0,5,1,0.05
1505,95.0,6,1,0.05
1506,95.0,6,1,0.05
1507,94.0,7,1,0.05
1508,97.0,4,1,0.05
1509,96.0,5,1,0.05
1510,94.0,7,1,0.05
1511,95.0,6,1,0.05
1512,95.0,6,1,0.05
1513,94.0,7,1,0.05
1514,97.0,4,1,0.05
1515,96.0,5,1,0.05
1516,95.0,6,1,0.05
1517,94.0,7,1,0.05
1518,95.0,6,1,0.05
1519,93.0,7,1,0.05
1520,96.0,5,1,0.05
1521,97.0,4,1,0.05
1522,97.0,4,1,0.05
1523,94.0,7,1,0.05
1524,94.0,7,1,0.05
1525,94.0,7,1,0.05
1526,97.0,4,1,0.05
1527,95.0,6,1,0.05
1528,95.0,6,1,0.05
1529,94.0,7,1,0.05
1530,89.0,8,1,0.05
1531,88.0,9,1,0.05
1532,94.0,7,1,0.05
1533,96.0,5,1,0.05
1534,97.0,4,1,0.05
1535,96.0,5,1,0.05
1536,97.0,4,1,0.05
1537,94.0,7,1,0.05
1538,96.0,5,1,0.05
1539,94.0,7,1,0.05
1540,97.0,4,1,0.05
1541,95.0,6,1,0.05
1542,95.0,6,1,0.05
1543,97.0,4,1,0.05
1544,95.0,6,1,0.05
1545,95.0,6,1,0.05
1546,96.0,5,1,0.05
1547,94.0,6,1,0.05
1548,86.0,10,1,0.05
1549,96.0,5,1,0.05
1550,97.0,4,1,0.05
1551,96.0,5,1,0.05
1552,96.0,5,1,0.05
1553,91.0,6,1,0.05
1554,92.0,9,1,0.05
1555,97.0,4,1,0.05
1556,90.0,7,1,0.05
1557,95.0,6,1,0.05
1558,94.0,7,1,0.05
1559,96.0,5,1,0.05
1560,97.0,4,1,0.05
1561,95.0,5,1,0.05
1562,95.0,6,1,0.05
1563,94.0,7,1,0.05
1564,94.0,7,1,0.05
1565,89.0,8,1,0.05
1566,94.0,7,1,0.05
1567,97.0,4,1,0.05
1568,96.0,5,1,0.05
1569,95.0,6,1,0.05
1570,97.0,4,1,0.05
1571,94.0,7,1,0.05
1572,94.0,7,1,0.05
1573,93.0,7,1,0.05
1574,96.0,5,1,0.05
1575,91.0,6,1,0.05
1576,94.0,7,1,0.05
1577,89.0,8,1,0.05
1578,97.0,4,1,0.05
1579,97.0,4,1,0.05
1580,96.0,5,1,0.05
1581,95.0,6,1,0.05
1582,96.0,5,1,0.05
1583,96.0,5,1,0.05
1584,95.0,6,1,0.05
1585,91.0,6,1,0.05
1586,95.0,6,1,0.05
1587,95.0,6,1,0.05
1588,97.0,4,1,0.05
1589,90.0,7,1,0.05
1590,96.0,5,1,0.05
1591,95.0,6,1,0.05
1592,96.0,5,1,0.05
1593,95.0,6,1,0.05
1594,97.0,4,1,0.05
1595,96.0,5,1,0.05
1596,96.0,5,1,0.05
1597,96.0,5,1,0.05
1598,95.0,6,1,0.05
1599,97.0,4,1,0.05
1600,97.0,4,1,0.05
1601,97.0,4,1,0.05
1602,97.0,4,1,0.05
1603,95.0,6,1,0.05
1604,96.0,5,1,0.05
1605,94.0,7,1,0.05
1606,97.0,4,1,0.05
1607,94.0,7,1,0.05
1608,95.0,6,1,0.05
1609,95.0,6,1,0.05
1610,94.0,7,1,0.05
1611,95.0,6,1,0.05
1612,94.0,7,1,0.05
1613,95.0,6,1,0.05
1614,94.0,7,1,0.05
1615,97.0,4,1,0.05
1616,97.0,4,1,0.05
1617,96.0,5,1,0.05
1618,94.0,7,1,0.05
1619,87.0,10,1,0.05
1620,92.0,8,1,0.05
1621,94.0,7,1,0.05
1622,96.0,5,1,0.05
1623,95.0,6,1,0.05
1624,94.0,6,1,0.05
1625,95.0,6,1,0.05
1626,95.0,6,1,0.05
1627,95.0,6,1,0.05
1628,89.0,8,1,0.05
1629,96.0,5,1,0.05
1630,86.0,11,1,0.05
1631,97.0,4,1,0.05
1632,93.0,7,1,0.05
1633,96.0,5,1,0.05
1634,94.0,7,1,0.05
1635,97.0,4,1,0.05
1636,95.0,6,1,0.05
1637,94.0,7,1,0.05
1638,96.0,5,1,0.05
1639,96.0,5,1,0.05
1640,97.0,4,1,0.05
1641,97.0,4,1,0.05
1642,95.0,6,1,0.05
1643,94.0,7,1,0.05
1644,94.0,7,1,0.05
1645,91.0,6,1,0.05
1646,96.0,5,1,0.05
1647,95.0,6,1,0.05
1648,95.0,6,1,0.05
1649,96.0,5,1,0.05
1650,96.0,5,1,0.05
1651,94.0,7,1,0.05
1652,87.0,10,1,0.05
1653,94.0,7,1,0.05
1654,93.0,8,1,0.05
1655,94.0,7,1,0.05
1656,97.0,4,1,0.05
1657,97.0,4,1,0.05
1658,94.0,7,1,0.05
1659,92.0,9,1,0.05
1660,94.0,6,1,0.05
1661,96.0,5,1,0.05
1662,95.0,6,1,0.05
1663,97.0,4,1,0.05
1664,97.0,4,1,0.05
1665,95.0,6,1,0.05
1666,84.0,9,1,0.05
1667,94.0,7,1,0.05
1668,93.0,8,1,0.05
1669,97.0,4,1,0.05
1670,97.0,4,1,0.05
1671,94.0,7,1,0.05
1672,96.0,5,1,0.05
1673,95.0,6,1,0.05
1674,95.0,6,1,0.05
1675,94.0,7,1,0.05
1676,95.0,6,1,0.05
1677,92.0,5,1,0.05
1678,94.0,7,1,0.05
1679,97.0,4,1,0.05
1680,96.0,5,1,0.05
1681,95.0,6,1,0.05
1682,95.0,6,1,0.05
1683,90.0,6,1,0.05
1684,89.0,8,1,0.05
1685,94.0,7,1,0.05
1686,95.0,6,1,0.05
1687,97.0,4,1,0.05
1688,96.0,5,1,0.05
1689,95.0,6,1,0.05
1690,94.0,7,1,0.05
1691,90.0,7,1,0.05
1692,94.0,7,1,0.05
1693,95.0,6,1,0.05
1694,96.0,5,1,0.05
1695,96.0,5,1,0.05
1696,94.0,7,1,0.05
1697,97.0,4,1,0.05
1698,97.0,4,1,0.05
1699,97.0,4,1,0.05
1700,96.0,5,1,0.05
1701,95.0,6,1,0.05
1702,94.0,7,1,0.05
1703,94.0,7,1,0.05
1704,96.0,5,1,0.05
1705,96.0,5,1,0.05
1706,93.0,8,1,0.05
1707,95.0,6,1,0.05
1708,96.0,5,1,0.05
1709,94.0,7,1,0.05
1710,95.0,6,1,0.05
1711,95.0,6,1,0.05
1712,94.0,7,1,0.05
1713,95.0,6,1,0.05
1714,92.0,9,1,0.05
1715,97.0,4,1,0.05
1716,95.0,6,1,0.05
1717,95.0,6,1,0.05
1718,97.0,4,1,0.05
1719,94.0,7,1,0.05
1720,95.0,6,1,0.05
1721,97.0,4,1,0.05
1722,94.0,7,1,0.05
1723,93.0,8,1,0.05
1724,96.0,5,1,0.05
1725,92.0,5,1,0.05
1726,94.0,7,1,0.05
1727,89.0,8,1,0.05
1728,94.0,7,1,0.05
1729,96.0,5,1,0.05
1730,96.0,5,1,0.05
1731,97.0,4,1,0.05
1732,97.0,4,1,0.05
1733,96.0,5,1,0.05
1734,97.0,4,1,0.05
1735,94.0,7,1,0.05
1736,95.0,6,1,0.05
1737,94.0,7,1,0.05
1738,91.0,6,1,0.05
1739,92.0,9,1,0.05
1740,96.0,5,1,0.05
1741,94.0,7,1,0.05
1742,94.0,7,1,0.05
1743,97.0,4,1,0.05
1744,94.0,7,1,0.05
1745,96.0,5,1,0.05
1746,95.0,6,1,0.05
1747,94.0,7,1,0.05
1748,94.0,7,1,0.05
1749,95.0,6,1,0.05
1750,96.0,5,1,0.05
1751,94.0,7,1,0.05
1752,95.0,6,1,0.05
1753,90.0,7,1,0.05
1754,95.0,6,1,0.05
1755,89.0,8,1,0.05
1756,91.0,6,1,0.05
1757,96.0,5,1,0.05
1758,95.0,6,1,0.05
1759,95.0,6,1,0.05
1760,96.0,5,1,0.05
1761,95.0,6,1,0.05
1762,95.0,6,1,0.05
1763,96.0,5,1,0.05
1764,94.0,7,1,0.05
1765,95.0,6,1,0.05
1766,94.0,7,1,0.05
1767,95.0,6,1,0.05
1768,95.0,6,1,0.05
1769,95.0,6,1,0.05
1770,97.0,4,1,0.05
1771,89.0,8,1,0.05
1772,94.0,7,1,0.05
1773,95.0,6,1,0.05
1774,95.0,6,1,0.05
1775,95.0,6,1,0.05
1776,97.0,4,1,0.05
1777,93.0,7,1,0.05
1778,97.0,4,1,0.05
1779,95.0,6,1,0.05
1780,94.0,7,1,0.05
1781,95.0,6,1,0.05
1782,94.0,7,1,0.05
1783,96.0,5,1,0.05
1784,96.0,5,1,0.05
1785,95.0,6,1,0.05
1786,91.0,10,1,0.05
1787,96.0,5,1,0.05
1788,96.0,5,1,0.05
1789,89.0,8,1,0.05
1790,94.0,7,1,0.05
1791,97.0,4,1,0.05
1792,96.0,5,1,0.05
1793,96.0,5,1,0.05
1794,92.0,5,1,0.05
1795,97.0,4,1,0.05
1796,94.0,7,1,0.05
1797,95.0,6,1,0.05
1798,94.0,7,1,0.05
1799,97.0,4,1,0.05
1800,91.0,6,1,0.05
1801,95.0,6,1,0.05
1802,96.0,5,1,0.05
1803,94.0,7,1,0.05
1804,89.0,8,1,0.05
1805,94.0,7,1,0.05
1806,96.0,5,1,0.05
1807,95.0,6,1,0.05
1808,95.0,6,1,0.05
1809,95.0,6,1,0.05
1810,97.0,4,1,0.05
1811,92.0,5,1,0.05
1812,96.0,5,1,0.05
1813,97.0,4,1,0.05
1814,96.0,5,1,0.05
1815,89.0,8,1,0.05
1816,96.0,5,1,0.05
1817,97.0,4,1,0.05
1818,94.0,7,1,0.05
1819,94.0,7,1,0.05
1820,96.0,5,1,0.05
1821,95.0,6,1,0.05
1822,97.0,4,1,0.05
1823,97.0,4,1,0.05
1824,95.0,6,1,0.05
1825,97.0,4,1,0.05
1826,95.0,6,1,0.05
1827,93.0,7,1,0.05
1828,94.0,7,1,0.05
1829,94.0,7,1,0.05
1830,96.0,5,1,0.05
1831,94.0,7,1,0.05
1832,95.0,6,1,0.05
1833,96.0,5,1,0.05
1834,97.0,4,1,0.05
1835,95.0,6,1,0.05
1836,96.0,5,1,0.05
1837,89.0,8,1,0.05
1838,95.0,6,1,0.05
1839,94.0,7,1,0.05
1840,97.0,4,1,0.05
1841,95.0,6,1,0.05
1842,90.0,7,1,0.05
1843,96.0,5,1,0.05
1844,96.0,5,1,0.05
1845,94.0,7,1,0.05
1846,89.0,8,1,0.05
1847,95.0,6,1,0.05
1848,97.0,4,1,0.05
1849,94.0,7,1,0.05
1850,97.0,4,1,0.05
1851,96.0,5,1,0.05
1852,96.0,5,1,0.05
1853,94.0,7,1,0.05
1854,93.0,8,1,0.05
1855,96.0,5,1,0.05
1856,97.0,4,1,0.05
1857,95.0,6,1,0.05
1858,84.0,9,1,0.05
1859,91.0,6,1,0.05
1860,92.0,8,1,0.05
1861,95.0,6,1,0.05
1862,83.0,10,1,0.05
1863,95.0,6,1,0.05
1864,97.0,4,1,0.05
1865,95.0,6,1,0.05
1866,95.0,6,1,0.05
1867,96.0,5,1,0.05
1868,97.0,4,1,0.05
1869,97.0,4,1,0.05
1870,94.0,7,1,0.05
1871,95.0,6,1,0.05
1872,96.0,5,1,0.05
1873,94.0,7,1,0.05
1874,95.0,6,1,0.05
1875,95.0,6,1,0.05
1876,95.0,6,1,0.05
1877,90.0,7,1,0.05
1878,96.0,5,1,0.05
1879,94.0,7,1,0.05
1880,96.0,5,1,0.05
1881,94.0,7,1,0.05
1882,96.0,5,1,0.05
1883,94.0,7,1,0.05
1884,95.0,6,1,0.05
1885,94.0,7,1,0.05
1886,94.0,7,1,0.05
1887,96.0,5,1,0.05
1888,94.0,7,1,0.05
1889,97.0,4,1,0.05
1890,85.0,11,1,0.05
1891,95.0,6,1,0.05
1892,97.0,4,1,0.05
1893,97.0,4,1,0.05
1894,97.0,4,1,0.05
1895,96.0,5,1,0.05
1896,96.0,5,1,0.05
1897,96.0,5,1,0.05
1898,95.0,6,1,0.05
1899,94.0,7,1,0.05
1900,92.0,5,1,0.05
1901,96.0,5,1,0.05
1902,94.0,7,1,0.05
1903,97.0,4,1,0.05
1904,87.0,9,1,0.05
1905,97.0,4,1,0.05
1906,94.0,7,1,0.05
1907,96.0,5,1,0.05
1908,92.0,9,1,0.05
1909,89.0,8,1,0.05
1910,97.0,4,1,0.05
1911,94.0,7,1,0.05
1912,95.0,6,1,0.05
1913,97.0,4,1,0.05
1914,94.0,7,1,0.05
1915,95.0,6,1,0.05
1916,97.0,4,1,0.05
1917,92.0,8,1,0.05
1918,97.0,4,1,0.05
1919,92.0,5,1,0.05
1920,92.0,8,1,0.05
1921,95.0,6,1,0.05
1922,97.0,4,1,0.05
1923,97.0,4,1,0.05
1924,97.0,4,1,0.05
1925,94.0,7,1,0.05
1926,97.0,4,1,0.05
1927,95.0,6,1,0.05
1928,94.0,7,1,0.05
1929,96.0,5,1,0.05
1930,94.0,7,1,0.05
1931,94.0,7,1,0.05
1932,95.0,6,1,0.05
1933,94.0,7,1,0.05
1934,94.0,7,1,0.05
1935,94.0,7,1,0.05
1936,94.0,7,1,0.05
1937,92.0,5,1,0.05
1938,96.0,5,1,0.05
1939,95.0,6,1,0.05
1940,97.0,4,1,0.05
1941,96.0,5,1,0.05
1942,94.0,7,1,0.05
1943,96.0,5,1,0.05
1944,89.0,8,1,0.05
1945,97.0,4,1,0.05
1946,97.0,4,1,0.05
1947,95.0,6,1,0.05
1948,92.0,9,1,0.05
1949,94.0,7,1,0.05
1950,94.0,7,1,0.05
1951,94.0,7,1,0.05
1952,96.0,5,1,0.05
1953,94.0,7,1,0.05
1954,95.0,6,1,0.05
1955,94.0,6,1,0.05
1956,95.0,6,1,0.05
1957,96.0,5,1,0.05
1958,97.0,4,1,0.05
1959,97.0,4,1,0.05
1960,94.0,7,1,0.05
1961,97.0,4,1,0.05
1962,96.0,5,1,0.05
1963,91.0,6,1,0.05
1964,97.0,4,1,0.05
1965,96.0,5,1,0.05
1966,95.0,5,1,0.05
1967,94.0,7,1,0.05
1968,97.0,4,1,0.05
1969,91.0,6,1,0.05
1970,97.0,4,1,0.05
1971,94.0,7,1,0.05
1972,90.0,9,1,0.05
1973,96.0,5,1,0.05
1974,96.0,5,1,0.05
1975,97.0,4,1,0.05
1976,96.0,5,1,0.05
1977,93.0,7,1,0.05
1978,96.0,5,1,0.05
1979,95.0,6,1,0.05
1980,95.0,6,1,0.05
1981,96.0,5,1,0.05
1982,95.0,6,1,0.05
1983,96.0,5,1,0.05
1984,96.0,5,1,0.05
1985,89.0,8,1,0.05
1986,90.0,7,1,0.05
1987,95.0,6,1,0.05
1988,97.0,4,1,0.05
1989,96.0,5,1,0.05
1990,94.0,7,1,0.05
1991,94.0,7,1,0.05
1992,97.0,4,1,0.05
1993,95.0,6,1,0.05
1994,94.0,7,1,0.05
1995,93.0,7,1,0.05
1996,94.0,7,1,0.05
1997,94.0,7,1,0.05
1998,96.0,5,1,0.05
1999,95.0,6,1,0.05
2000,94.0,7,1,0.05
